# Inputs `services/name_rules.normalize_nfc` normalises differently from OTP.
# Each line is `INPUT<TAB>WHAT-WE-PRODUCE`, both comma-separated hex.
#
# Keyed on the OUTPUT as well as the input. Keying on the input alone exempted
# a quarter of the corpus from output checking entirely: deleting the
# `previous_ccc == 0` clause from `_compose` — the whole point of that function
# — left `check.py` at exit 0, because the rows it broke were already listed
# for a different reason. `check.py` also asserts this file's row count.
#
# Rows are DEDUPED. An earlier revision listed 24 signatures twice, every one
# `1100..1117,AC00,11A7`, produced where two generators in probe.exs overlap.
# `check.py` compares deduped to deduped, so it could not see a row listed
# twice. The count in the banner below is the unique one, and is the figure
# `check.py` asserts against.
#
# ==========================================================================
#   17423 unique diverging signatures out of 72269 corpus rows.
#
#     group 1       32   composition rule (base, mark, class-zero, lower mark)
#     group 2A     616   jamo lead + non-Hangul two-part vowel
#     group 2B   15652   jamo lead + precomposed Hangul syllable
#     group 2C     126   jamo lead + bare jamo  (REVERSE direction of 2B)
#     group 2D     997   OTP deletes U+11A7 after an LV syllable or L+V pair
# ==========================================================================
#
# READ THIS BEFORE CHANGING `_compose`:
#
#   * 2C IS THE REVERSE DIRECTION FROM 2B. A fix aimed only at 2B makes 2C
#     worse. This is the trap in this artefact.
#   * 2D is PURE HANGUL — no second script involved — so do not describe the
#     gap as cross-script. It was invisible until the trailers were extended
#     down to U+11A7; they started at U+11A8.
#   * These counts are NOT the size of the gap. They are the size of the
#     intersection between the gap and this corpus. Measured exhaustively
#     rather than over the probe, groups 1, 2A and 2C are 91,200 / >=3,604 /
#     10,773 — three orders of magnitude apart from what the probe finds for
#     group 1. They looked steady across earlier widenings only because those
#     widenings moved the axis 2B feeds on and left the others alone.
#   * 2B does not converge. It diverges for 106 of 125 jamo leads (84.8%).
#
# --- what these are ---
#
# GROUP 1 -- the composition-rule gap documented in `normalize_nfc`: a base, a
# mark, any class-zero character, then a mark of lower class.
#
# GROUPS 2A-2D -- the Hangul routing gap, OpenFn/apollo#655. `_compose` sends
# any cluster containing a Hangul-class character to Python's spec NFC, and OTP
# instead composes onto the cluster lead. That is FOUR mechanisms:
#
#   2A -- a jamo lead followed by a *non-Hangul* two-part vowel (Indic,
#      Sinhala, Balinese). No Hangul syllable involved, which is why it is the
#      least obvious.
#   2B -- a jamo lead followed by a precomposed Hangul syllable, which OTP
#      decomposes because it is not the cluster lead. `U+1113 U+AC00` is
#      `1113,1100,1161` in OTP and `1113,AC00` here.
#   2C -- a jamo lead followed by bare jamo, which we compose into a syllable
#      and OTP leaves apart.
#   2D -- OTP deletes U+11A7 after an LV syllable or an L+V pair, for 100% of
#      the 399 LV syllables. We keep it.
#
# The corpus sweeps the boundary of every range in `name_rules`, plus one
# either side, generated by edges.py — a hand-picked slice never steps across
# an edge, and three rounds running that is where the surviving mutant was.
# It also sweeps the extended jamo blocks (U+A960-A97C lead,
# U+D7B0-D7C6 vowel, U+D7CB-D7FB trailing). It had zero codepoints from all
# three, so narrowing any of the `_HANGUL_*` ranges in `name_rules` left this
# harness at exit 0 while `U+A960 U+1161` went from one grapheme to two.
#
# Ordinary Korean text is unaffected: `한국어`, `안녕하세요` and `환자 등록` all
# round-trip. But 2D is pure Hangul, so do not describe the gap as cross-script.
#
# If you have fixed a group, delete its rows and re-run check.py.
# --- group 1: composition rule (32 rows) ---
41,302,200C,323	1EAC,200C
115C,B4EF	115C,B4EF
115C,B55C	115C,B55C
115C,B5C9	115C,B5C9
115C,B636	115C,B636
115C,B6A3	115C,B6A3
115C,B710	115C,B710
115C,B77D	115C,B77D
115C,B7E9	115C,B7E9
115C,B856	115C,B856
115C,B8C3	115C,B8C3
115C,B930	115C,B930
115C,B99D	115C,B99D
115C,BA0A	115C,BA0A
115C,BA77	115C,BA77
115C,BAE4	115C,BAE4
115C,BB51	115C,BB51
115C,BBBD	115C,BBBD
115C,BC2A	115C,BC2A
115C,BC97	115C,BC97
115C,BD04	115C,BD04
115C,BD71	115C,BD71
115C,BDDE	115C,BDDE
115C,BE4B	115C,BE4B
115C,BEB8	115C,BEB8
115C,BF25	115C,BF25
115C,BF91	115C,BF91
115C,BFFE	115C,BFFE
115C,C06B	115C,C06B
115C,C0D8	115C,C0D8
115C,C145	115C,C145
115C,C1B2	115C,C1B2
115C,C21F	115C,C21F
115C,C28C	115C,C28C
115C,C2F9	115C,C2F9
115C,C365	115C,C365
115C,C3D2	115C,C3D2
115C,C43F	115C,C43F
115C,C4AC	115C,C4AC
115C,C519	115C,C519
115C,C586	115C,C586
115C,C5F3	115C,C5F3
115C,C660	115C,C660
115C,C6CD	115C,C6CD
115C,C739	115C,C739
115C,C7A6	115C,C7A6
115C,C813	115C,C813
115C,C880	115C,C880
115C,C8ED	115C,C8ED
115C,C95A	115C,C95A
115C,C9C7	115C,C9C7
115C,CA34	115C,CA34
115C,CAA1	115C,CAA1
115C,CB0D	115C,CB0D
115C,CB7A	115C,CB7A
115C,CBE7	115C,CBE7
115C,CC54	115C,CC54
115C,CCC1	115C,CCC1
115C,CD2E	115C,CD2E
115C,CD9B	115C,CD9B
115C,CE08	115C,CE08
115C,CE75	115C,CE75
115C,CEE1	115C,CEE1
115C,CF4E	115C,CF4E
115C,CFBB	115C,CFBB
115C,D028	115C,D028
115C,D095	115C,D095
115C,D102	115C,D102
115C,D16F	115C,D16F
115C,D1DC	115C,D1DC
115C,D249	115C,D249
115C,D2B5	115C,D2B5
115C,D322	115C,D322
115C,D38F	115C,D38F
115C,D3FC	115C,D3FC
115C,D469	115C,D469
115C,D4D6	115C,D4D6
115C,D543	115C,D543
115C,D5B0	115C,D5B0
115C,D61D	115C,D61D
115C,D689	115C,D689
115C,D6F6	115C,D6F6
115C,D763	115C,D763
115D,AC01	115D,AC01
115D,AC6D	115D,AC6D
115D,ACDA	115D,ACDA
115D,AD47	115D,AD47
115D,ADB4	115D,ADB4
115D,AE21	115D,AE21
115D,AE8E	115D,AE8E
115D,AEFB	115D,AEFB
115D,AF68	115D,AF68
115D,AFD5	115D,AFD5
115D,B041	115D,B041
115D,B0AE	115D,B0AE
115D,B11B	115D,B11B
115D,B188	115D,B188
115D,B1F5	115D,B1F5
115D,B262	115D,B262
115D,B2CF	115D,B2CF
115D,B33C	115D,B33C
115D,B3A9	115D,B3A9
115D,B415	115D,B415
115D,B482	115D,B482
115D,B4EF	115D,B4EF
115D,B55C	115D,B55C
115D,B5C9	115D,B5C9
115D,B636	115D,B636
115D,B6A3	115D,B6A3
115D,B710	115D,B710
115D,B77D	115D,B77D
115D,B7E9	115D,B7E9
115D,B856	115D,B856
115D,B8C3	115D,B8C3
115D,B930	115D,B930
115D,B99D	115D,B99D
115D,BA0A	115D,BA0A
115D,BA77	115D,BA77
115D,BAE4	115D,BAE4
115D,BB51	115D,BB51
115D,BBBD	115D,BBBD
115D,BC2A	115D,BC2A
115D,BC97	115D,BC97
115D,BD04	115D,BD04
115D,BD71	115D,BD71
115D,BDDE	115D,BDDE
115D,BE4B	115D,BE4B
115D,BEB8	115D,BEB8
115D,BF25	115D,BF25
115D,BF91	115D,BF91
115D,BFFE	115D,BFFE
115D,C06B	115D,C06B
115D,C0D8	115D,C0D8
115D,C145	115D,C145
115D,C1B2	115D,C1B2
115D,C21F	115D,C21F
115D,C28C	115D,C28C
115D,C2F9	115D,C2F9
115D,C365	115D,C365
115D,C3D2	115D,C3D2
115D,C43F	115D,C43F
115D,C4AC	115D,C4AC
115D,C519	115D,C519
115D,C586	115D,C586
115D,C5F3	115D,C5F3
115D,C660	115D,C660
115D,C6CD	115D,C6CD
115D,C739	115D,C739
115D,C7A6	115D,C7A6
115D,C813	115D,C813
115D,C880	115D,C880
115D,C8ED	115D,C8ED
115D,C95A	115D,C95A
115D,C9C7	115D,C9C7
115D,CA34	115D,CA34
115D,CAA1	115D,CAA1
115D,CB0D	115D,CB0D
115D,CB7A	115D,CB7A
115D,CBE7	115D,CBE7
115D,CC54	115D,CC54
115D,CCC1	115D,CCC1
115D,CD2E	115D,CD2E
115D,CD9B	115D,CD9B
115D,CE08	115D,CE08
115D,CE75	115D,CE75
115D,CEE1	115D,CEE1
115D,CF4E	115D,CF4E
115D,CFBB	115D,CFBB
115D,D028	115D,D028
115D,D095	115D,D095
115D,D102	115D,D102
115D,D16F	115D,D16F
115D,D1DC	115D,D1DC
115D,D249	115D,D249
115D,D2B5	115D,D2B5
115D,D322	115D,D322
115D,D38F	115D,D38F
115D,D3FC	115D,D3FC
115D,D469	115D,D469
115D,D4D6	115D,D4D6
115D,D543	115D,D543
115D,D5B0	115D,D5B0
115D,D61D	115D,D61D
115D,D689	115D,D689
115D,D6F6	115D,D6F6
115D,D763	115D,D763
115E,AC01	115E,AC01
115E,AC6D	115E,AC6D
115E,ACDA	115E,ACDA
115E,AD47	115E,AD47
115E,ADB4	115E,ADB4
115E,AE21	115E,AE21
115E,AE8E	115E,AE8E
115E,AEFB	115E,AEFB
115E,AF68	115E,AF68
115E,AFD5	115E,AFD5
115E,B041	115E,B041
115E,B0AE	115E,B0AE
115E,B11B	115E,B11B
115E,B188	115E,B188
115E,B1F5	115E,B1F5
115E,B262	115E,B262
115E,B2CF	115E,B2CF
115E,B33C	115E,B33C
115E,B3A9	115E,B3A9
115E,B415	115E,B415
115E,B482	115E,B482
115E,B4EF	115E,B4EF
115E,B55C	115E,B55C
115E,B5C9	115E,B5C9
115E,B636	115E,B636
115E,B6A3	115E,B6A3
115E,B710	115E,B710
115E,B77D	115E,B77D
115E,B7E9	115E,B7E9
115E,B856	115E,B856
115E,B8C3	115E,B8C3
115E,B930	115E,B930
115E,B99D	115E,B99D
115E,BA0A	115E,BA0A
115E,BA77	115E,BA77
115E,BAE4	115E,BAE4
115E,BB51	115E,BB51
115E,BBBD	115E,BBBD
115E,BC2A	115E,BC2A
115E,BC97	115E,BC97
115E,BD04	115E,BD04
115E,BD71	115E,BD71
115E,BDDE	115E,BDDE
115E,BE4B	115E,BE4B
115E,BEB8	115E,BEB8
115E,BF25	115E,BF25
115E,BF91	115E,BF91
115E,BFFE	115E,BFFE
115E,C06B	115E,C06B
115E,C0D8	115E,C0D8
115E,C145	115E,C145
115E,C1B2	115E,C1B2
115E,C21F	115E,C21F
115E,C28C	115E,C28C
115E,C2F9	115E,C2F9
115E,C365	115E,C365
115E,C3D2	115E,C3D2
115E,C43F	115E,C43F
115E,C4AC	115E,C4AC
115E,C519	115E,C519
115E,C586	115E,C586
115E,C5F3	115E,C5F3
115E,C660	115E,C660
115E,C6CD	115E,C6CD
115E,C739	115E,C739
115E,C7A6	115E,C7A6
115E,C813	115E,C813
115E,C880	115E,C880
115E,C8ED	115E,C8ED
115E,C95A	115E,C95A
115E,C9C7	115E,C9C7
115E,CA34	115E,CA34
115E,CAA1	115E,CAA1
115E,CB0D	115E,CB0D
115E,CB7A	115E,CB7A
115E,CBE7	115E,CBE7
115E,CC54	115E,CC54
115E,CCC1	115E,CCC1
115E,CD2E	115E,CD2E
115E,CD9B	115E,CD9B
115E,CE08	115E,CE08
115E,CE75	115E,CE75
115E,CEE1	115E,CEE1
115E,CF4E	115E,CF4E
115E,CFBB	115E,CFBB
115E,D028	115E,D028
115E,D095	115E,D095
115E,D102	115E,D102
115E,D16F	115E,D16F
115E,D1DC	115E,D1DC
115E,D249	115E,D249
115E,D2B5	115E,D2B5
115E,D322	115E,D322
115E,D38F	115E,D38F
115E,D3FC	115E,D3FC
115E,D469	115E,D469
115E,D4D6	115E,D4D6
115E,D543	115E,D543
115E,D5B0	115E,D5B0
115E,D61D	115E,D61D
115E,D689	115E,D689
115E,D6F6	115E,D6F6
115E,D763	115E,D763
115F,AC01	115F,AC01
115F,AC6D	115F,AC6D
115F,ACDA	115F,ACDA
115F,AD47	115F,AD47
115F,ADB4	115F,ADB4
115F,AE21	115F,AE21
115F,AE8E	115F,AE8E
115F,AEFB	115F,AEFB
115F,AF68	115F,AF68
115F,AFD5	115F,AFD5
115F,B041	115F,B041
115F,B0AE	115F,B0AE
115F,B11B	115F,B11B
115F,B188	115F,B188
115F,B1F5	115F,B1F5
115F,B262	115F,B262
115F,B2CF	115F,B2CF
115F,B33C	115F,B33C
115F,B3A9	115F,B3A9
115F,B415	115F,B415
115F,B482	115F,B482
115F,B4EF	115F,B4EF
115F,B55C	115F,B55C
115F,B5C9	115F,B5C9
115F,B636	115F,B636
115F,B6A3	115F,B6A3
115F,B710	115F,B710
115F,B77D	115F,B77D
115F,B7E9	115F,B7E9
115F,B856	115F,B856
115F,B8C3	115F,B8C3
115F,B930	115F,B930
115F,B99D	115F,B99D
115F,BA0A	115F,BA0A
115F,BA77	115F,BA77
115F,BAE4	115F,BAE4
115F,BB51	115F,BB51
115F,BBBD	115F,BBBD
115F,BC2A	115F,BC2A
115F,BC97	115F,BC97
115F,BD04	115F,BD04
115F,BD71	115F,BD71
115F,BDDE	115F,BDDE
115F,BE4B	115F,BE4B
115F,BEB8	115F,BEB8
115F,BF25	115F,BF25
115F,BF91	115F,BF91
115F,BFFE	115F,BFFE
115F,C06B	115F,C06B
115F,C0D8	115F,C0D8
115F,C145	115F,C145
115F,C1B2	115F,C1B2
115F,C21F	115F,C21F
115F,C28C	115F,C28C
115F,C2F9	115F,C2F9
115F,C365	115F,C365
115F,C3D2	115F,C3D2
115F,C43F	115F,C43F
115F,C4AC	115F,C4AC
115F,C519	115F,C519
115F,C586	115F,C586
115F,C5F3	115F,C5F3
115F,C660	115F,C660
115F,C6CD	115F,C6CD
115F,C739	115F,C739
115F,C7A6	115F,C7A6
115F,C813	115F,C813
115F,C880	115F,C880
115F,C8ED	115F,C8ED
115F,C95A	115F,C95A
115F,C9C7	115F,C9C7
115F,CA34	115F,CA34
115F,CAA1	115F,CAA1
115F,CB0D	115F,CB0D
115F,CB7A	115F,CB7A
115F,CBE7	115F,CBE7
115F,CC54	115F,CC54
115F,CCC1	115F,CCC1
115F,CD2E	115F,CD2E
115F,CD9B	115F,CD9B
115F,CE08	115F,CE08
115F,CE75	115F,CE75
115F,CEE1	115F,CEE1
115F,CF4E	115F,CF4E
115F,CFBB	115F,CFBB
115F,D028	115F,D028
115F,D095	115F,D095
115F,D102	115F,D102
115F,D16F	115F,D16F
115F,D1DC	115F,D1DC
115F,D249	115F,D249
115F,D2B5	115F,D2B5
115F,D322	115F,D322
115F,D38F	115F,D38F
115F,D3FC	115F,D3FC
115F,D469	115F,D469
115F,D4D6	115F,D4D6
115F,D543	115F,D543
115F,D5B0	115F,D5B0
115F,D61D	115F,D61D
115F,D689	115F,D689
115F,D6F6	115F,D6F6
115F,D763	115F,D763
600,AC00	600,AC00
600,AE4C	600,AE4C
600,D55C	600,D55C
6DD,AC00	6DD,AC00
6DD,AE4C	6DD,AE4C
6DD,D55C	6DD,D55C
890,AC00	890,AC00
890,AE4C	890,AE4C
890,D55C	890,D55C
D4E,AC00	D4E,AC00
D4E,AE4C	D4E,AE4C
D4E,D55C	D4E,D55C
11A3A,AC00	11A3A,AC00
11A3A,AE4C	11A3A,AE4C
11A3A,D55C	11A3A,D55C
11D46,AC00	11D46,AC00
11D46,AE4C	11D46,AE4C
11D46,D55C	11D46,D55C
11F02,AC00	11F02,AC00
11F02,AE4C	11F02,AE4C
11F02,D55C	11F02,D55C
# --- group 2C: jamo + bare jamo (reverse direction of 2B) (126 rows) ---
600,1100,1161	600,AC00
600,1100,1162	600,AC1C
600,1100,1163	600,AC38
600,1101,1161	600,AE4C
600,1101,1162	600,AE68
600,1101,1163	600,AE84
600,1102,1161	600,B098
600,1102,1162	600,B0B4
600,1102,1163	600,B0D0
600,1103,1161	600,B2E4
600,1103,1162	600,B300
600,1103,1163	600,B31C
600,1104,1161	600,B530
600,1104,1162	600,B54C
600,1104,1163	600,B568
600,1105,1161	600,B77C
600,1105,1162	600,B798
600,1105,1163	600,B7B4
6DD,1100,1161	6DD,AC00
6DD,1100,1162	6DD,AC1C
6DD,1100,1163	6DD,AC38
6DD,1101,1161	6DD,AE4C
6DD,1101,1162	6DD,AE68
6DD,1101,1163	6DD,AE84
6DD,1102,1161	6DD,B098
6DD,1102,1162	6DD,B0B4
6DD,1102,1163	6DD,B0D0
6DD,1103,1161	6DD,B2E4
6DD,1103,1162	6DD,B300
6DD,1103,1163	6DD,B31C
6DD,1104,1161	6DD,B530
6DD,1104,1162	6DD,B54C
6DD,1104,1163	6DD,B568
6DD,1105,1161	6DD,B77C
6DD,1105,1162	6DD,B798
6DD,1105,1163	6DD,B7B4
890,1100,1161	890,AC00
890,1100,1162	890,AC1C
890,1100,1163	890,AC38
890,1101,1161	890,AE4C
890,1101,1162	890,AE68
890,1101,1163	890,AE84
890,1102,1161	890,B098
890,1102,1162	890,B0B4
890,1102,1163	890,B0D0
890,1103,1161	890,B2E4
890,1103,1162	890,B300
890,1103,1163	890,B31C
890,1104,1161	890,B530
890,1104,1162	890,B54C
890,1104,1163	890,B568
890,1105,1161	890,B77C
890,1105,1162	890,B798
890,1105,1163	890,B7B4
D4E,1100,1161	D4E,AC00
D4E,1100,1162	D4E,AC1C
D4E,1100,1163	D4E,AC38
D4E,1101,1161	D4E,AE4C
D4E,1101,1162	D4E,AE68
D4E,1101,1163	D4E,AE84
D4E,1102,1161	D4E,B098
D4E,1102,1162	D4E,B0B4
D4E,1102,1163	D4E,B0D0
D4E,1103,1161	D4E,B2E4
D4E,1103,1162	D4E,B300
D4E,1103,1163	D4E,B31C
D4E,1104,1161	D4E,B530
D4E,1104,1162	D4E,B54C
D4E,1104,1163	D4E,B568
D4E,1105,1161	D4E,B77C
D4E,1105,1162	D4E,B798
D4E,1105,1163	D4E,B7B4
11A3A,1100,1161	11A3A,AC00
11A3A,1100,1162	11A3A,AC1C
11A3A,1100,1163	11A3A,AC38
11A3A,1101,1161	11A3A,AE4C
11A3A,1101,1162	11A3A,AE68
11A3A,1101,1163	11A3A,AE84
11A3A,1102,1161	11A3A,B098
11A3A,1102,1162	11A3A,B0B4
11A3A,1102,1163	11A3A,B0D0
11A3A,1103,1161	11A3A,B2E4
11A3A,1103,1162	11A3A,B300
11A3A,1103,1163	11A3A,B31C
11A3A,1104,1161	11A3A,B530
11A3A,1104,1162	11A3A,B54C
11A3A,1104,1163	11A3A,B568
11A3A,1105,1161	11A3A,B77C
11A3A,1105,1162	11A3A,B798
11A3A,1105,1163	11A3A,B7B4
11D46,1100,1161	11D46,AC00
11D46,1100,1162	11D46,AC1C
11D46,1100,1163	11D46,AC38
11D46,1101,1161	11D46,AE4C
11D46,1101,1162	11D46,AE68
11D46,1101,1163	11D46,AE84
11D46,1102,1161	11D46,B098
11D46,1102,1162	11D46,B0B4
11D46,1102,1163	11D46,B0D0
11D46,1103,1161	11D46,B2E4
11D46,1103,1162	11D46,B300
11D46,1103,1163	11D46,B31C
11D46,1104,1161	11D46,B530
11D46,1104,1162	11D46,B54C
11D46,1104,1163	11D46,B568
11D46,1105,1161	11D46,B77C
11D46,1105,1162	11D46,B798
11D46,1105,1163	11D46,B7B4
11F02,1100,1161	11F02,AC00
11F02,1100,1162	11F02,AC1C
11F02,1100,1163	11F02,AC38
11F02,1101,1161	11F02,AE4C
11F02,1101,1162	11F02,AE68
11F02,1101,1163	11F02,AE84
11F02,1102,1161	11F02,B098
11F02,1102,1162	11F02,B0B4
11F02,1102,1163	11F02,B0D0
11F02,1103,1161	11F02,B2E4
11F02,1103,1162	11F02,B300
11F02,1103,1163	11F02,B31C
11F02,1104,1161	11F02,B530
11F02,1104,1162	11F02,B54C
11F02,1104,1163	11F02,B568
11F02,1105,1161	11F02,B77C
11F02,1105,1162	11F02,B798
11F02,1105,1163	11F02,B7B4
# --- group 2D: OTP deletes U+11A7 (pure Hangul) (997 rows) ---
1100,AC00,11A7	1100,AC00,11A7
1100,ACE0,11A7	1100,ACE0,11A7
1100,ADC0,11A7	1100,ADC0,11A7
1100,AEA0,11A7	1100,AEA0,11A7
1100,AF80,11A7	1100,AF80,11A7
1100,B060,11A7	1100,B060,11A7
1100,B140,11A7	1100,B140,11A7
1100,B220,11A7	1100,B220,11A7
1100,B300,11A7	1100,B300,11A7
1100,B3E0,11A7	1100,B3E0,11A7
1100,B4C0,11A7	1100,B4C0,11A7
1100,B5A0,11A7	1100,B5A0,11A7
1100,B680,11A7	1100,B680,11A7
1100,B760,11A7	1100,B760,11A7
1100,B840,11A7	1100,B840,11A7
1100,B920,11A7	1100,B920,11A7
1100,BA00,11A7	1100,BA00,11A7
1100,BAE0,11A7	1100,BAE0,11A7
1100,BBC0,11A7	1100,BBC0,11A7
1100,BCA0,11A7	1100,BCA0,11A7
1100,BD80,11A7	1100,BD80,11A7
1100,BE60,11A7	1100,BE60,11A7
1100,BF40,11A7	1100,BF40,11A7
1100,C020,11A7	1100,C020,11A7
1100,C100,11A7	1100,C100,11A7
1100,C1E0,11A7	1100,C1E0,11A7
1100,C2C0,11A7	1100,C2C0,11A7
1100,C3A0,11A7	1100,C3A0,11A7
1100,C480,11A7	1100,C480,11A7
1100,C560,11A7	1100,C560,11A7
1100,C640,11A7	1100,C640,11A7
1100,C720,11A7	1100,C720,11A7
1100,C800,11A7	1100,C800,11A7
1100,C8E0,11A7	1100,C8E0,11A7
1100,C9C0,11A7	1100,C9C0,11A7
1100,CAA0,11A7	1100,CAA0,11A7
1100,CB80,11A7	1100,CB80,11A7
1100,CC60,11A7	1100,CC60,11A7
1100,CD40,11A7	1100,CD40,11A7
1100,CE20,11A7	1100,CE20,11A7
1100,CF00,11A7	1100,CF00,11A7
1100,CFE0,11A7	1100,CFE0,11A7
1100,D0C0,11A7	1100,D0C0,11A7
1100,D1A0,11A7	1100,D1A0,11A7
1100,D280,11A7	1100,D280,11A7
1100,D360,11A7	1100,D360,11A7
1100,D440,11A7	1100,D440,11A7
1100,D520,11A7	1100,D520,11A7
1100,D600,11A7	1100,D600,11A7
1100,D6E0,11A7	1100,D6E0,11A7
1101,AC00,11A7	1101,AC00,11A7
1101,ACE0,11A7	1101,ACE0,11A7
1101,ADC0,11A7	1101,ADC0,11A7
1101,AEA0,11A7	1101,AEA0,11A7
1101,AF80,11A7	1101,AF80,11A7
1101,B060,11A7	1101,B060,11A7
1101,B140,11A7	1101,B140,11A7
1101,B220,11A7	1101,B220,11A7
1101,B300,11A7	1101,B300,11A7
1101,B3E0,11A7	1101,B3E0,11A7
1101,B4C0,11A7	1101,B4C0,11A7
1101,B5A0,11A7	1101,B5A0,11A7
1101,B680,11A7	1101,B680,11A7
1101,B760,11A7	1101,B760,11A7
1101,B840,11A7	1101,B840,11A7
1101,B920,11A7	1101,B920,11A7
1101,BA00,11A7	1101,BA00,11A7
1101,BAE0,11A7	1101,BAE0,11A7
1101,BBC0,11A7	1101,BBC0,11A7
1101,BCA0,11A7	1101,BCA0,11A7
1101,BD80,11A7	1101,BD80,11A7
1101,BE60,11A7	1101,BE60,11A7
1101,BF40,11A7	1101,BF40,11A7
1101,C020,11A7	1101,C020,11A7
1101,C100,11A7	1101,C100,11A7
1101,C1E0,11A7	1101,C1E0,11A7
1101,C2C0,11A7	1101,C2C0,11A7
1101,C3A0,11A7	1101,C3A0,11A7
1101,C480,11A7	1101,C480,11A7
1101,C560,11A7	1101,C560,11A7
1101,C640,11A7	1101,C640,11A7
1101,C720,11A7	1101,C720,11A7
1101,C800,11A7	1101,C800,11A7
1101,C8E0,11A7	1101,C8E0,11A7
1101,C9C0,11A7	1101,C9C0,11A7
1101,CAA0,11A7	1101,CAA0,11A7
1101,CB80,11A7	1101,CB80,11A7
1101,CC60,11A7	1101,CC60,11A7
1101,CD40,11A7	1101,CD40,11A7
1101,CE20,11A7	1101,CE20,11A7
1101,CF00,11A7	1101,CF00,11A7
1101,CFE0,11A7	1101,CFE0,11A7
1101,D0C0,11A7	1101,D0C0,11A7
1101,D1A0,11A7	1101,D1A0,11A7
1101,D280,11A7	1101,D280,11A7
1101,D360,11A7	1101,D360,11A7
1101,D440,11A7	1101,D440,11A7
1101,D520,11A7	1101,D520,11A7
1101,D600,11A7	1101,D600,11A7
1101,D6E0,11A7	1101,D6E0,11A7
1102,AC00,11A7	1102,AC00,11A7
1102,ACE0,11A7	1102,ACE0,11A7
1102,ADC0,11A7	1102,ADC0,11A7
1102,AEA0,11A7	1102,AEA0,11A7
1102,AF80,11A7	1102,AF80,11A7
1102,B060,11A7	1102,B060,11A7
1102,B140,11A7	1102,B140,11A7
1102,B220,11A7	1102,B220,11A7
1102,B300,11A7	1102,B300,11A7
1102,B3E0,11A7	1102,B3E0,11A7
1102,B4C0,11A7	1102,B4C0,11A7
1102,B5A0,11A7	1102,B5A0,11A7
1102,B680,11A7	1102,B680,11A7
1102,B760,11A7	1102,B760,11A7
1102,B840,11A7	1102,B840,11A7
1102,B920,11A7	1102,B920,11A7
1102,BA00,11A7	1102,BA00,11A7
1102,BAE0,11A7	1102,BAE0,11A7
1102,BBC0,11A7	1102,BBC0,11A7
1102,BCA0,11A7	1102,BCA0,11A7
1102,BD80,11A7	1102,BD80,11A7
1102,BE60,11A7	1102,BE60,11A7
1102,BF40,11A7	1102,BF40,11A7
1102,C020,11A7	1102,C020,11A7
1102,C100,11A7	1102,C100,11A7
1102,C1E0,11A7	1102,C1E0,11A7
1102,C2C0,11A7	1102,C2C0,11A7
1102,C3A0,11A7	1102,C3A0,11A7
1102,C480,11A7	1102,C480,11A7
1102,C560,11A7	1102,C560,11A7
1102,C640,11A7	1102,C640,11A7
1102,C720,11A7	1102,C720,11A7
1102,C800,11A7	1102,C800,11A7
1102,C8E0,11A7	1102,C8E0,11A7
1102,C9C0,11A7	1102,C9C0,11A7
1102,CAA0,11A7	1102,CAA0,11A7
1102,CB80,11A7	1102,CB80,11A7
1102,CC60,11A7	1102,CC60,11A7
1102,CD40,11A7	1102,CD40,11A7
1102,CE20,11A7	1102,CE20,11A7
1102,CF00,11A7	1102,CF00,11A7
1102,CFE0,11A7	1102,CFE0,11A7
1102,D0C0,11A7	1102,D0C0,11A7
1102,D1A0,11A7	1102,D1A0,11A7
1102,D280,11A7	1102,D280,11A7
1102,D360,11A7	1102,D360,11A7
1102,D440,11A7	1102,D440,11A7
1102,D520,11A7	1102,D520,11A7
1102,D600,11A7	1102,D600,11A7
1102,D6E0,11A7	1102,D6E0,11A7
1103,AC00,11A7	1103,AC00,11A7
1103,ACE0,11A7	1103,ACE0,11A7
1103,ADC0,11A7	1103,ADC0,11A7
1103,AEA0,11A7	1103,AEA0,11A7
1103,AF80,11A7	1103,AF80,11A7
1103,B060,11A7	1103,B060,11A7
1103,B140,11A7	1103,B140,11A7
1103,B220,11A7	1103,B220,11A7
1103,B300,11A7	1103,B300,11A7
1103,B3E0,11A7	1103,B3E0,11A7
1103,B4C0,11A7	1103,B4C0,11A7
1103,B5A0,11A7	1103,B5A0,11A7
1103,B680,11A7	1103,B680,11A7
1103,B760,11A7	1103,B760,11A7
1103,B840,11A7	1103,B840,11A7
1103,B920,11A7	1103,B920,11A7
1103,BA00,11A7	1103,BA00,11A7
1103,BAE0,11A7	1103,BAE0,11A7
1103,BBC0,11A7	1103,BBC0,11A7
1103,BCA0,11A7	1103,BCA0,11A7
1103,BD80,11A7	1103,BD80,11A7
1103,BE60,11A7	1103,BE60,11A7
1103,BF40,11A7	1103,BF40,11A7
1103,C020,11A7	1103,C020,11A7
1103,C100,11A7	1103,C100,11A7
1103,C1E0,11A7	1103,C1E0,11A7
1103,C2C0,11A7	1103,C2C0,11A7
1103,C3A0,11A7	1103,C3A0,11A7
1103,C480,11A7	1103,C480,11A7
1103,C560,11A7	1103,C560,11A7
1103,C640,11A7	1103,C640,11A7
1103,C720,11A7	1103,C720,11A7
1103,C800,11A7	1103,C800,11A7
1103,C8E0,11A7	1103,C8E0,11A7
1103,C9C0,11A7	1103,C9C0,11A7
1103,CAA0,11A7	1103,CAA0,11A7
